onset	duration	condition
2.027	54.052	tasteless
56.079	0	rinse
71.079	45	MPG
116.079	0	rinse
131.079	36	citric_acid
167.079	0	rinse
182.079	45.001	tasteless
227.08	0	rinse
242.079	45	Sucrose
287.079	0	rinse
302.079	35.968	MPG
338.047	0	rinse
353.047	45	NaCl
398.047	0	rinse
413.047	45	tasteless
458.047	0	rinse
473.048	54	citric_acid
527.048	0	rinse
542.048	44.999	NaCl
587.047	0	rinse
602.047	54	Sucrose
656.047	0	rinse
671.048	35.9349999999999	tasteless
706.983	0	rinse
