onset	duration	condition
2.054	54.049	tasteless
56.103	0	rinse
71.112	44.991	MPG
116.103	0	rinse
131.111	36.024	citric_acid
167.135	0	rinse
182.135	44.969	tasteless
227.104	0	rinse
242.12	45.015	Sucrose
287.135	0	rinse
302.152	35.983	MPG
338.135	0	rinse
353.144	44.992	NaCl
398.136	0	rinse
413.143	45.009	tasteless
458.152	0	rinse
473.168	53.992	citric_acid
527.16	0	rinse
542.168	45.008	NaCl
587.176	0	rinse
602.168	54	Sucrose
656.168	0	rinse
671.168	36.008	tasteless
707.176	0	rinse
