onset	duration	condition
2.044	54.036	tasteless
56.08	0	rinse
71.08	45.001	MPG
116.081	0	rinse
131.081	36.008	citric_acid
167.089	0	rinse
182.081	44.999	tasteless
227.08	0	rinse
242.081	45	Sucrose
287.081	0	rinse
302.08	35.944	MPG
338.024	0	rinse
353.024	44.993	NaCl
398.017	0	rinse
413.017	44.999	tasteless
458.016	0	rinse
473.016	54.001	citric_acid
527.017	0	rinse
542.017	45	NaCl
587.017	0	rinse
602.017	54	Sucrose
656.017	0	rinse
671.016	36.0010000000001	tasteless
707.017	0	rinse
