onset	duration	condition
2.067	45.045	MPG
47.112	0	rinse
62.112	45.023	tasteless
107.135	0	rinse
122.136	45.008	citric_acid
167.144	0	rinse
182.151	44.929	tasteless
227.08	0	rinse
242.08	36	NaCl
278.08	0	rinse
293.08	44.999	Sucrose
338.079	0	rinse
353.096	53.984	NaCl
407.08	0	rinse
422.08	54	tasteless
476.08	0	rinse
491.08	45.0000000000001	citric_acid
536.08	0	rinse
551.08	36	tasteless
587.08	0	rinse
602.079	35.9930000000001	Sucrose
638.072	0	rinse
653.08	53.992	MPG
707.072	0	rinse
