onset	duration	condition
2.043	45.061	citric_acid
47.104	0	rinse
62.104	36	tasteless
98.104	0	rinse
113.105	54	MPG
167.105	0	rinse
182.113	44.991	tasteless
227.104	0	rinse
242.104	36	Sucrose
278.104	0	rinse
293.121	44.96	tasteless
338.081	0	rinse
353.985	54.08	NaCl
408.065	0	rinse
423.081	44.983	citric_acid
468.064	0	rinse
483.065	53.912	tasteless
536.977	0	rinse
551.977	35.976	NaCl
587.953	0	rinse
602.953	44.991	Sucrose
647.944	0	rinse
662.944	45.0010000000001	MPG
707.945	0	rinse
