onset	duration	condition
2.06	45.043	MPG
47.103	0	rinse
62.103	44.944	tasteless
107.047	0	rinse
122.048	44.935	citric_acid
166.983	0	rinse
181.983	45.001	tasteless
226.984	0	rinse
241.984	36	NaCl
277.984	0	rinse
292.984	44.967	Sucrose
337.951	0	rinse
352.952	53.944	NaCl
406.896	0	rinse
421.896	53.968	tasteless
475.864	0	rinse
490.864	44.999	citric_acid
535.863	0	rinse
550.863	36.0089999999999	tasteless
586.872	0	rinse
601.864	35.967	Sucrose
637.831	0	rinse
652.832	53.944	MPG
706.776	0	rinse
