onset	duration	condition
2.019	45.054	citric_acid
47.073	0	rinse
62.073	36	tasteless
98.073	0	rinse
113.073	53.968	MPG
167.041	0	rinse
182.057	44.991	tasteless
227.048	0	rinse
242.04	35.977	Sucrose
278.017	0	rinse
293.033	44.984	tasteless
338.017	0	rinse
353.016	53.969	NaCl
406.985	0	rinse
421.984	45.001	citric_acid
466.985	0	rinse
481.985	54	tasteless
535.985	0	rinse
550.985	35.968	NaCl
586.953	0	rinse
601.953	44.976	Sucrose
646.929	0	rinse
661.929	44.9920000000001	MPG
706.921	0	rinse
