onset	duration	condition
2.023	45.057	MPG
47.08	0	rinse
62.081	44.999	tasteless
107.08	0	rinse
122.08	44.993	citric_acid
167.073	0	rinse
182.081	44.991	tasteless
227.072	0	rinse
242.088	36.001	NaCl
278.089	0	rinse
293.097	44.983	Sucrose
338.08	0	rinse
353.08	53.968	NaCl
407.048	0	rinse
422.048	54	tasteless
476.048	0	rinse
491.064	44.985	citric_acid
536.049	0	rinse
551.049	36	tasteless
587.049	0	rinse
602.049	36.784	Sucrose
638.833	0	rinse
653.825	53.976	MPG
707.801	0	rinse
