onset	duration	condition
2.054	45.441	MPG
47.495	0	rinse
62.519	44.993	tasteless
107.512	0	rinse
122.528	44.967	citric_acid
167.495	0	rinse
182.495	45.025	tasteless
227.52	0	rinse
242.519	36	NaCl
278.519	0	rinse
293.519	44.969	Sucrose
338.488	0	rinse
353.496	53.992	NaCl
407.488	0	rinse
422.496	53.992	tasteless
476.488	0	rinse
491.488	44.9759999999999	citric_acid
536.464	0	rinse
551.456	35.976	tasteless
587.432	0	rinse
602.432	36.544	Sucrose
638.976	0	rinse
653.976	54.384	MPG
708.36	0	rinse
