onset	duration	condition
2.019	36.062	tasteless
38.081	0	rinse
53.072	45.001	Sucrose
98.073	0	rinse
113.073	44.991	NaCl
158.064	0	rinse
173.368	35.976	citric_acid
209.344	0	rinse
224.361	35.983	tasteless
260.344	0	rinse
275.344	54.24	Sucrose
329.584	0	rinse
344.585	45.016	NaCl
389.601	0	rinse
404.585	54	tasteless
458.585	0	rinse
473.576	35.977	MPG
509.553	0	rinse
524.552	55.081	citric_acid
579.633	0	rinse
594.633	44.9119999999999	MPG
639.545	0	rinse
654.545	54.024	tasteless
708.569	0	rinse
