onset	duration	condition
2.041	45.04	MPG
47.081	0	rinse
62.577	44.992	tasteless
107.569	0	rinse
122.577	44.96	citric_acid
167.537	0	rinse
182.545	44.968	tasteless
227.513	0	rinse
242.529	35.976	NaCl
278.505	0	rinse
293.505	45	Sucrose
338.505	0	rinse
353.505	54	NaCl
407.505	0	rinse
422.506	53.999	tasteless
476.505	0	rinse
491.522	45.007	citric_acid
536.529	0	rinse
551.537	35.992	tasteless
587.529	0	rinse
602.529	35.9930000000001	Sucrose
638.522	0	rinse
653.53	53.967	MPG
707.497	0	rinse
