onset	duration	condition
2.043	53.973	tasteless
56.016	0	rinse
71.008	44.976	MPG
115.984	0	rinse
130.984	36	citric_acid
166.984	0	rinse
181.984	45	tasteless
226.984	0	rinse
241.984	44.969	Sucrose
286.953	0	rinse
301.952	35.944	MPG
337.896	0	rinse
352.912	44.984	NaCl
397.896	0	rinse
412.896	45.024	tasteless
457.92	0	rinse
472.928	53.992	citric_acid
526.92	0	rinse
541.92	44.985	NaCl
586.905	0	rinse
601.921	54	Sucrose
655.921	0	rinse
670.921	36	tasteless
706.921	0	rinse
