onset	duration	condition
2.051	54.045	tasteless
56.096	0	rinse
71.096	44.975	MPG
116.071	0	rinse
131.072	35.999	citric_acid
167.071	0	rinse
182.072	44.976	tasteless
227.048	0	rinse
242.039	44.945	Sucrose
286.984	0	rinse
301.976	35.976	MPG
337.952	0	rinse
352.952	45	NaCl
397.952	0	rinse
412.952	45	tasteless
457.952	0	rinse
472.952	54	citric_acid
526.952	0	rinse
541.952	45	NaCl
586.952	0	rinse
601.952	53.992	Sucrose
655.944	0	rinse
670.952	35.992	tasteless
706.944	0	rinse
