onset	duration	condition
2.02	36.331	tasteless
38.351	0	rinse
53.352	45	Sucrose
98.352	0	rinse
113.352	45	NaCl
158.352	0	rinse
173.352	36	citric_acid
209.352	0	rinse
224.352	36.392	tasteless
260.744	0	rinse
275.744	54.184	Sucrose
329.928	0	rinse
344.92	44.977	NaCl
389.897	0	rinse
404.888	55.057	tasteless
459.945	0	rinse
474.944	36.569	MPG
511.513	0	rinse
526.512	54.4160000000001	citric_acid
580.928	0	rinse
595.928	44.976	MPG
640.904	0	rinse
655.905	53.999	tasteless
709.904	0	rinse
