onset	duration	condition
2.047	45.058	citric_acid
47.105	0	rinse
62.105	35.976	tasteless
98.081	0	rinse
113.081	53.968	MPG
167.049	0	rinse
182.073	44.999	tasteless
227.072	0	rinse
242.073	35.975	Sucrose
278.048	0	rinse
293.049	44.999	tasteless
338.048	0	rinse
353.048	54	NaCl
407.048	0	rinse
422.048	44.993	citric_acid
467.041	0	rinse
482.065	54.008	tasteless
536.073	0	rinse
551.073	36	NaCl
587.073	0	rinse
602.073	44.976	Sucrose
647.049	0	rinse
662.049	44.9680000000001	MPG
707.017	0	rinse
