onset	duration	condition
2.031	54.05	tasteless
56.081	0	rinse
71.088	44.96	MPG
116.048	0	rinse
131.04	35.992	citric_acid
167.032	0	rinse
182.04	44.976	tasteless
227.016	0	rinse
242.032	45.216	Sucrose
287.248	0	rinse
303.216	36.744	MPG
339.96	0	rinse
355.921	45.455	NaCl
401.376	0	rinse
416.392	46.097	tasteless
462.489	0	rinse
477.489	54.448	citric_acid
531.937	0	rinse
546.953	44.991	NaCl
591.944	0	rinse
606.936	54	Sucrose
660.936	0	rinse
675.936	37.3439999999999	tasteless
713.28	0	rinse
