onset	duration	condition
2.016	45.023	MPG
47.039	0	rinse
62.047	44.944	tasteless
106.991	0	rinse
121.984	44.983	citric_acid
166.967	0	rinse
181.951	45.017	tasteless
226.968	0	rinse
241.984	36	NaCl
277.984	0	rinse
292.983	44.969	Sucrose
337.952	0	rinse
352.952	53.968	NaCl
406.92	0	rinse
421.92	54	tasteless
475.92	0	rinse
490.92	44.984	citric_acid
535.904	0	rinse
550.895	35.9690000000001	tasteless
586.864	0	rinse
601.864	36	Sucrose
637.864	0	rinse
652.864	54	MPG
706.864	0	rinse
