onset	duration	condition
2.057	54.231	tasteless
56.288	0	rinse
71.304	44.976	MPG
116.28	0	rinse
131.288	35.968	citric_acid
167.256	0	rinse
182.264	45.2	tasteless
227.464	0	rinse
242.464	44.999	Sucrose
287.463	0	rinse
302.464	35.968	MPG
338.432	0	rinse
353.432	45.72	NaCl
399.152	0	rinse
414.152	45.512	tasteless
459.664	0	rinse
474.664	53.9680000000001	citric_acid
528.632	0	rinse
543.632	44.976	NaCl
588.608	0	rinse
603.609	54.208	Sucrose
657.817	0	rinse
672.817	36	tasteless
708.817	0	rinse
