onset	duration	condition
2.048	45.057	MPG
47.105	0	rinse
62.105	44.999	tasteless
107.104	0	rinse
122.104	45.001	citric_acid
167.105	0	rinse
182.105	45	tasteless
227.105	0	rinse
242.113	36.008	NaCl
278.121	0	rinse
293.129	44.976	Sucrose
338.105	0	rinse
353.12	53.985	NaCl
407.105	0	rinse
422.105	54.008	tasteless
476.113	0	rinse
491.105	45.008	citric_acid
536.113	0	rinse
551.105	35.9839999999999	tasteless
587.089	0	rinse
602.097	36.008	Sucrose
638.105	0	rinse
653.105	54.024	MPG
707.129	0	rinse
