onset	duration	condition
2.022	55.043	tasteless
57.065	0	rinse
72.065	45.184	MPG
117.249	0	rinse
132.265	35.976	citric_acid
168.241	0	rinse
183.249	44.968	tasteless
228.217	0	rinse
243.216	45.001	Sucrose
288.217	0	rinse
303.217	36.008	MPG
339.225	0	rinse
354.217	45	NaCl
399.217	0	rinse
414.217	45	tasteless
459.217	0	rinse
474.873	53.968	citric_acid
528.841	0	rinse
543.85	44.999	NaCl
588.849	0	rinse
603.865	53.984	Sucrose
657.849	0	rinse
672.849	36	tasteless
708.849	0	rinse
