onset	duration	condition
2.02	53.996	tasteless
56.016	0	rinse
71.016	44.976	MPG
115.992	0	rinse
130.992	36	citric_acid
166.992	0	rinse
181.992	44.999	tasteless
226.991	0	rinse
241.992	44.999	Sucrose
286.991	0	rinse
302.007	35.984	MPG
337.991	0	rinse
352.991	45.121	NaCl
398.112	0	rinse
414.063	45.128	tasteless
459.191	0	rinse
474.2	53.991	citric_acid
528.191	0	rinse
543.192	44.999	NaCl
588.191	0	rinse
603.199	53.9920000000001	Sucrose
657.191	0	rinse
672.175	35.984	tasteless
708.159	0	rinse
