onset	duration	condition
2.024	45.057	citric_acid
47.081	0	rinse
62.081	36	tasteless
98.081	0	rinse
113.097	54.016	MPG
167.113	0	rinse
182.105	45	tasteless
227.105	0	rinse
242.105	35.968	Sucrose
278.073	0	rinse
293.081	45	tasteless
338.081	0	rinse
353.081	53.968	NaCl
407.049	0	rinse
422.049	45	citric_acid
467.049	0	rinse
482.049	54	tasteless
536.049	0	rinse
551.049	36	NaCl
587.049	0	rinse
602.049	45	Sucrose
647.049	0	rinse
662.049	45.001	MPG
707.05	0	rinse
