onset	duration	condition
2.038	54.034	tasteless
56.072	0	rinse
71.072	45.001	MPG
116.073	0	rinse
131.073	36	citric_acid
167.073	0	rinse
182.089	44.983	tasteless
227.072	0	rinse
242.072	44.913	Sucrose
286.985	0	rinse
301.976	35.977	MPG
337.953	0	rinse
352.952	45.001	NaCl
397.953	0	rinse
412.953	44.999	tasteless
457.952	0	rinse
472.953	54	citric_acid
526.953	0	rinse
541.953	45	NaCl
586.953	0	rinse
601.953	53.912	Sucrose
655.865	0	rinse
670.865	35.992	tasteless
706.857	0	rinse
