onset	duration	condition
2.021	54.051	tasteless
56.072	0	rinse
71.08	45.009	MPG
116.089	0	rinse
131.089	36	citric_acid
167.089	0	rinse
182.089	44.999	tasteless
227.088	0	rinse
242.089	44.992	Sucrose
287.081	0	rinse
302.089	36.024	MPG
338.113	0	rinse
353.112	44.969	NaCl
398.081	0	rinse
413.089	45.008	tasteless
458.097	0	rinse
473.105	53.984	citric_acid
527.089	0	rinse
542.089	45	NaCl
587.089	0	rinse
602.089	54	Sucrose
656.089	0	rinse
671.106	36.0070000000001	tasteless
707.113	0	rinse
